test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
lr,0.46550148013628245,0.49506401037485437,1,0.3496499950415455,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,0,7911232516600314726,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,2.534577442778585,0.11137669930354432,1,0.14834999747108668,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,0,7911232516600314726,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,2.456742394578392,0.11702125120447246,1,0.3964000061387196,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,0,7911232516600314726,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,2.495255310304856,0.11418985699192115,1,0.3468500028247945,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,0,7911232516600314726,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,1.433380897253911,0.2312134658304546,1,0.15214999730233103,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,0,7911232516600314726,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,1.4081506934483707,0.23536363136203148,1,0.3412999940337613,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,0,7911232516600314726,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,1.4206911204558992,0.23328968154462978,1,0.3538500051945448,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,0,7911232516600314726,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.27237565783073225,0.6017425947317159,1,0.13904999941587448,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,0,7911232516600314726,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.27145144824592016,0.6023597863476756,1,0.32359999022446573,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,0,7911232516600314726,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.27191302948722296,0.6020513734075841,1,0.35714999394258484,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,0,7911232516600314726,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,3.5243158081173935,0.060474780376414294,1,0.14175000542309135,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,0,7911232516600314726,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,3.3756069944602953,0.06616820158370118,1,0.3256999916629866,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,0,7911232516600314726,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,3.4488929658528207,0.06329414956325088,1,0.3404499977477826,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,0,7911232516600314726,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.2785025250342234,0.5976843986770302,1,0.14044999552424997,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,0,7911232516600314726,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.2775363428807092,0.5983205501619177,1,0.31399999716086313,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,0,7911232516600314726,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.2780188743391534,0.5980026662938223,1,0.33635000290814787,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,0,7911232516600314726,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.4840299732737333,0.486602552645925,1,0.13465000229189172,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,0,7911232516600314726,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.4811190229261251,0.48791588199596503,1,0.4993999973521568,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,0,7911232516600314726,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.48257157155785535,0.4872598036096165,1,0.35524999402696267,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,0,7911232516600314726,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.16396904659576805,0.6855282926292909,1,0.14648000142187811,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.16363366090364767,0.6858328905296136,1,0.34070000401698053,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.16380123929852175,0.6856806501600728,1,0.31217999712680466,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,2.5249052642867675,0.11206151058962045,1,0.11138000336359255,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,1,5801373576750411889,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,2.447654080862761,0.11770065562916386,1,0.31179999496089295,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,1,5801373576750411889,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,2.4858796080727075,0.11487211049483978,1,0.2961799989861902,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,1,5801373576750411889,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.039885501785405564,0.8417046164206881,1,0.12268000209587626,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,1,5801373576750411889,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.03986562602917764,0.8417435407773474,1,0.3214000098523684,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,1,5801373576750411889,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.03987556225615663,0.8417240805716183,1,0.30848000533296727,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,1,5801373576750411889,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,6.243410674512691,0.012465618922834097,1,0.10697999896365218,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,1,5801373576750411889,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,5.791432064833934,0.016104465111429708,1,0.32949999877018854,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,1,5801373576750411889,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,6.011761627395913,0.014210833371704869,1,0.30737999695702456,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,1,5801373576750411889,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,3.3148610834413463,0.0686561230610357,1,0.10757999625639059,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,1,5801373576750411889,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,3.1829721999982112,0.07440926633640792,1,0.30449999758275226,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,1,5801373576750411889,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,3.24802423598328,0.0715096077707991,1,0.29157999306335114,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,1,5801373576750411889,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,13.74123559233423,0.0002097974449136401,1,0.10457999524078332,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,1,5801373576750411889,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,11.726950689741434,0.0006160144463496237,1,0.32759999885456637,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,1,5801373576750411889,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,12.680923103308373,0.000369405153018681,1,0.3108800017798785,True,True,,False,True,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,1,5801373576750411889,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.13594391664908745,0.7123470759698203,1,0.10638000167091377,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,1,5801373576750411889,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.13571329918118835,0.712580320719099,1,0.298700004350394,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,1,5801373576750411889,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.13582854265592914,0.7124637362342254,1,0.29498000440071337,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,1,5801373576750411889,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.09926758415985115,0.7527103382016305,1,0.1061800001480151,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,1,5801373576750411889,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.09914456114650531,0.7528586190271034,1,0.3082999974139966,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,1,5801373576750411889,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.09920604722685766,0.7527844966283711,1,0.2950799978862051,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,1,5801373576750411889,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.009114248668934335,0.9239426503402726,1,0.09937999930116348,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,1,5801373576750411889,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.00911321041810998,0.9239469693607303,1,0.29720000020461157,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,1,5801373576750411889,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.009113729523846814,0.9239448099013168,1,0.2857799998309929,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,1,5801373576750411889,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,2.9866754759684997,0.08395236150955639,1,0.119980003364617,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,1,5801373576750411889,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,2.8791855645147573,0.08973139561648596,1,0.3159000043524429,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,1,5801373576750411889,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,2.932273904099958,0.0868251222572923,1,0.304879999748664,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_10,80,0.0,1,5801373576750411889,0.05,H0: beta_10 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.7175959984241124,0.3969335991410414,1,0.12730000162264332,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.7112164226874375,0.3990402845972608,1,0.32330000249203295,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.7143967156894462,0.39798806153289945,1,0.30300000798888505,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_1,80,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.25830655453965135,0.6112859686215271,1,0.10040000051958486,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,2,2747550595085889629,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.25747521035881044,0.6118600491379755,1,0.32109999301610515,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,2,2747550595085889629,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.2578904357916656,0.611573171824347,1,0.29269999504322186,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_2,80,0.0,2,2747550595085889629,0.05,H0: beta_2 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.439577370344306,0.507326511245292,1,0.10469999688211828,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,2,2747550595085889629,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.4371752161953688,0.5084890187334308,1,0.31409999792231247,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,2,2747550595085889629,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.43837409943421335,0.507908254015537,1,0.30020000849617645,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_3,80,0.0,2,2747550595085889629,0.05,H0: beta_3 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,1.1398065397184625,0.2856932103554854,1,0.1049999991664663,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,2,2747550595085889629,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,1.1237951760809477,0.2891027195754762,1,0.3476999991107732,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,2,2747550595085889629,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,1.1317631059210953,0.28739957747935296,1,0.3189999988535419,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_4,80,0.0,2,2747550595085889629,0.05,H0: beta_4 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.2262176143455294,0.6343427047528147,1,0.10560000373516232,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,2,2747550595085889629,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.22557973796843325,0.634820934507729,1,0.3187999900546856,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,2,2747550595085889629,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.22589837595867834,0.6345819412303135,1,0.3036999987671152,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_5,80,0.0,2,2747550595085889629,0.05,H0: beta_5 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,1.9691582449733778,0.1605372378600755,1,0.1036000030580908,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,2,2747550595085889629,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,1.921852840394771,0.16565254818063097,1,0.3367000026628375,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,2,2747550595085889629,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,1.9453138300923456,0.16309272643132985,1,0.32249999640043825,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_6,80,0.0,2,2747550595085889629,0.05,H0: beta_6 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.06475853451514489,0.7991270843789234,1,0.10029999975813553,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,2,2747550595085889629,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.0647061560671318,0.7992065987411572,1,0.3245999978389591,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,2,2747550595085889629,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.06473233822745783,0.7991668480017167,1,0.30390000029001385,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_7,80,0.0,2,2747550595085889629,0.05,H0: beta_7 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.018565183241301648,0.8916203982109056,1,0.10109999857377261,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,2,2747550595085889629,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.018560875915521278,0.8916328939643648,1,0.3060000090044923,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,2,2747550595085889629,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
lr,0.018563029411865273,0.8916266463862116,1,0.2936000091722235,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_8,80,0.0,2,2747550595085889629,0.05,H0: beta_8 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
wald,0.0377737041692373,0.8458982488202308,1,0.09860000136541203,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,2,2747550595085889629,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
score,0.03775587692766613,0.8459341616939311,1,0.33740000071702525,True,True,,False,False,Practical: Wald batch speed for many hypotheses,wald_runtime_batch,beta_9,80,0.0,2,2747550595085889629,0.05,H0: beta_9 = 0,1,多数係数を順次検定する実務想定。1回のfull推定を再利用できるWaldはLR/Scoreより高速になりやすい。,True
